RootName,SBE_Utterance_Analysis,AAVE_Utterance_Analysis,AAVE_Utterance_BML,AAVE_Utterance_Phonetics,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,AAVEFeatures,Phono,Gesture_Empty,TaskIntro,Monologue,MonologueNumber,Gesture,args,aae_args,Feedback: test,AT: test,Social: test,Task Intro: test,Presentation Mode: test,Science Monologue: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test
RP23,Do you think the creature mostly goes out in the day time or at night time?,,You think the creature mostly go out in the day time or the night time?,,,,,,,,,,,,,RP23v,"start=""sp1:start"" end=""sp1:start+5.65""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3' end='sp1:start+3.9'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.4' end='sp1:start+3.5',,,,,1,,,,,
RP24,Do you um think this is a very dangerous creature?,,Do you um think this is a very dangerous creature?,,,,,,,,,,,,,RP24v,"start=""sp1:start"" end=""sp1:start+5.4""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+1.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.3',,,,,1,,,,,
RP25,"I don't think the creature is very um dangerous because he really doesn't have any claws on his fingers or anything. Um, and his teeth aren't very sharp.",,I don't think the creature is very um dangerous cuz he really don't have any claws on his fingers or nothing Um and his teeth ain't very sharp,,,,,,,,,,,,,RP25v,"start=""sp1:start"" end=""sp1:start+14.3""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+3.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+3.2'/><face type='FACS' au='45' amount='1' stroke='sp1:start+12.5' end='sp1:start+13'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+12.5' end='sp1:start+13'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+2.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2.3'/><face type='FACS' au='45' amount='1' stroke='sp1:start+9' end='sp1:start+9.7'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+9' end='sp1:start+9.7',,,,,1,,,,,
RP26,"I think that the creature is probably, um, a very good climber because it has long legs like a monkey's legs",,I think that the creature is probably um a very good climber cuz it has long legs like monkey's legs,,,,,,,,,,,,,RP26v,"start=""sp1:start"" end=""sp1:start+8.7""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1.2' end='sp1:start+3.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.2' end='sp1:start+3.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+7.1' end='sp1:start+8.1'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1.3' end='sp1:start+3.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.3' end='sp1:start+3.5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+7.2' end='sp1:start+8.1',,,,,1,,,,,
RP27,I think that it spends a lot of time in the trees because it looks like such a good climber like um hiding in there sometimes or even sleeping there to be safe,,I think that it spends a lot of time in the trees cuz it looks like such a good climber like um hiding in there sometimes or even sleeping there to be safe,,,,,,,,,,,,,RP27v,"start=""sp1:start"" end=""sp1:start+12.25""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.5' end='sp1:start+5.75'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+11' end='sp1:start+11.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+7.3' end='sp1:start+9.1'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+6.1' end='sp1:start+9.1'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.8' end='sp1:start+5.82'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+11.7' end='sp1:start+12.3'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+8' end='sp1:start+9.6'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+6.7' end='sp1:start+9.6',,,,,1,,,,,
RP28,"I think it probably mostly eats worms because it doesn't look like it has very sharp teeth or claws really, so it probably needs to eat stuff he can just pick up really easily so he doesn't have to fight",,"I think it probably mostly eats worm cuz it don't look like it have very sharp teeth or claws really, so it probably need to eat stuff he can just pick up real easy so he don't have to fight",,,,,,,,,,,,,RP28v,"start=""sp1:start"" end=""sp1:start+16.2""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+5.8' end='sp1:start+7.8'/><face type='FACS' au='4' amount='.35' stroke='sp1:start+5.8' end='sp1:start+7.8'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+13.4' end='sp1:start+14.5'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+4.5' end='sp1:start+6.2'/><face type='FACS' au='4' amount='.35' stroke='sp1:start+4.5' end='sp1:start+6.2'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+10.8' end='sp1:start+11.8',,,,,1,,,,,
RP29,I don't think the creature can eat the bunnies because I don't think the creature looks fast enough to catch them or sharp enough to really fight them or be um a predator to them,,I don't think the creature can eat the bunny because I don't think the creature look fast enough to catch them or sharp enough to really fight them or be a um predator to them,,,,,,,,,,,,,RP29v,"start=""sp1:start"" end=""sp1:start+12.6""/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+.95'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.95'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.8' end='sp1:start+6.5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+8.4' end='sp1:start+9.4'/><face type='FACS' au='45' amount='.25' stroke='sp1:start+9.9' end='sp1:start+10.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+9.9' end='sp1:start+10.5'",/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.9'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+6' end='sp1:start+6.7'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+8.1' end='sp1:start+9.6'/><face type='FACS' au='45' amount='.25' stroke='sp1:start+10' end='sp1:start+11.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+10' end='sp1:start+11.2',,,,,1,,,,,
RP30,"I think he has those lines in his eyes because it helps him see better at night, like the same way cats have them to see better in the dark",,"I think he got those line in his eyes because it help him see better at night, like the same way cats have them to see better in the dark",,,,,,,,,,,,,RP30v,"start=""sp1:start"" end=""sp1:start+10.45""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1.7' end='sp1:start+3.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.7' end='sp1:start+3.2'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.5' end='sp1:start+6'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1.1' end='sp1:start+2.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.1' end='sp1:start+2.3'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4' end='sp1:start+4.5',,,,,1,,,,,
RP31,I think the creature is probably made up of um mostly part monkey and part deer,,I think the creature prolly made up of um mostly part monkey and part deer,,,,,,,,,,,,,RP31v,"start=""sp1:start"" end=""sp1:start+9.1""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1.5' end='sp1:start+5.4'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.5' end='sp1:start+5.4'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+6.6' end='sp1:start+7.4'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+1' end='sp1:start+4.1'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1' end='sp1:start+4.1'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.2' end='sp1:start+5.8',,,,,1,,,,,
RP32,I would call them um monkeers because it looks like the creature is mostly part monkey because of his legs and arms and part deer because of his antlers.,,I would call them um monkeers because it look like the creature mostly part monkey cuz of his leg and arm and part deer cuz of he antlers.,,,,,,,,,,,,,RP32v,"start=""sp1:start"" end=""sp1:start+14.6""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+.4' end='sp1:start+4.1'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.4' end='sp1:start+4.1'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+9.4' end='sp1:start+11'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+.4' end='sp1:start+3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.4' end='sp1:start+3'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+9.3' end='sp1:start+10.4',,,,,1,,,,,
RP33,I think the creature can use his antlers to help him get food mostly like by using them to help dig holes so he can find more worms,,I think the creature can use he antler to help him get food mostly like by using them to help dig holes so he can find more worms,,,,,,,,,,,,,RP33v,"start=""sp1:start"" end=""sp1:start+11.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+9.8' end='sp1:start+10.8'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+8.5' end='sp1:start+9.4',,,,,1,,,,,
RP34,"I think the creature goes out mostly at night because he looks like he can camouflage with the dark, and his eyes look like they can help him see better at night",,I think the creature go out mostly at night time cuz he look like he can camouflage with the dark and his eyes look like they can help him see better at night,,,,,,,,,,,,,RP34v,"start=""sp1:start"" end=""sp1:start+11.2""/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.5' end='sp1:start+6.8'/><face type='FACS' au='4' amount='.4' stroke='sp1:start+5.5' end='sp1:start+6.8'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+8.4' end='sp1:start+8.9'",/><face type='FACS' au='45' amount='.3' stroke='sp1:start+5.8' end='sp1:start+6.9'/><face type='FACS' au='4' amount='.4' stroke='sp1:start+5.8' end='sp1:start+6.9'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+8.9' end='sp1:start+9.3',,,,,1,,,,,
RP45,My goal was um to figure out how this creature like lives in this um habitat,,My goal was to um figure out how this creature like lives in this um habitat,,,,,,,,,,,,,RP45v,"start=""sp1:start"" end=""sp1:start+10.4""/><face type='FACS' au='2' amount='.25' stroke='sp1:start+0' end='sp1:start+.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.9' end='sp1:start+9'/><face type='FACS' au='45' amount='.25' stroke='sp1:start+8.5' end='sp1:start+9'",/><face type='FACS' au='2' amount='.25' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.3' end='sp1:start+8.3'/><face type='FACS' au='45' amount='.25' stroke='sp1:start+7.9' end='sp1:start+8.3',,,,,1,,,,,
RP62,What is an idea for how this creature could be um better at catching its prey?,Creature,Wha's an idea for how dis creature could be um better at catchin it prey?,,,,,,,,,,,,,RP62v,"start=""sp1:start"" end=""sp1:start+6.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+4.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+4.6'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+4',,,,,,,,,,
RP63,"I think if it had bigger teeth, it would be able to eat more animals better",Creature,"I fink if it got bigger teef, it be able to eat more animal better",,,,,,,,,,,,,RP63v,"start=""sp1:start"" end=""sp1:start+4.7""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+2.3',,,,,,,,,,
RP64,"If its legs were longer maybe, like they were straighter too, then I think he could run faster",Creature,"If it legs were more longer maybe, an like dey were straighter too, den I fink he could run faster",,,,,,,,,,,,,RP64v,"start=""sp1:start"" end=""sp1:start+7.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3.2' end='sp1:start+4.5'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.1' end='sp1:start+5.1',,,,,,,,,,
